,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,new_title,loc_city,hq_city
710,LIMS Master Data Analyst,$113K-$132K,4.6,USDM Life Sciences,"Santa Monica, CA","Santa Barbara, CA",201 to 500 employees,1999,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Data Analyst,Santa Monica,Santa Barbara
711,Data Analyst *Temp-Hire*,$113K-$132K,2.9,SkillsetGroup - Professional Staffing Solutions,"Pico Rivera, CA","San Clemente, CA",1 to 50 employees,2013,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Pico Rivera,San Clemente
712,"QM DATA ANALYST II, WHITTIER, FULL TIME DAYS",$113K-$132K,3.6,PIH Health,"Whittier, CA","Whittier, CA",5001 to 10000 employees,1959,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Analyst III,Whittier,Whittier
713,Radar Telemetry Data Analyst - RT,$113K-$132K,-1.0,KLM Careers,"Anaheim, CA",-1,-1,-1,-1,-1,-1,-1,Radar Telemetry,Anaheim,-1
714,Sr. Data Analyst — US Safety,$113K-$132K,3.8,TikTok,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Data Analyst,Los Angeles,Los Angeles
715,Data Analyst - Marketing Analytics,$113K-$132K,3.4,Mercury Insurance Group,"Brea, CA","Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),Analyst Analyst,Brea,Los Angeles
716,Radar Telemetry Data Analyst,$42K-$63K,-1.0,TopTalentFetch,"Anaheim, CA",-1,-1,-1,-1,-1,-1,-1,Radar Telemetry,Anaheim,-1
717,Radar Telemetry Data Analyst,$42K-$63K,-1.0,Stark HR Consulting LLC,"Anaheim, CA",-1,-1,-1,-1,-1,-1,-1,Radar Telemetry,Anaheim,-1
718,Senior Healthcare Data Analyst,$42K-$63K,-1.0,"AlphaProTemps, A.P.R., Inc.","San Fernando, CA",-1,-1,-1,-1,-1,-1,-1,Healthcare Data,San Fernando,-1
719,Radar Telemetry Data Analyst,$42K-$63K,-1.0,Devotion Business Solutions,"Anaheim, CA",-1,-1,-1,-1,-1,-1,-1,Radar Telemetry,Anaheim,-1
720,Data Analyst,$60K-$66K,3.9,Wintrust Financial,"Chicago, IL","Rosemont, IL",1001 to 5000 employees,1991,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),Data Analyst,Chicago,Rosemont
721,Data Analyst,$60K-$66K,3.7,NCSA - Next College Student Athlete,"Chicago, IL","Chicago, IL",501 to 1000 employees,2000,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
722,Data Analyst,$60K-$66K,3.7,Riskonnect,"Chicago, IL","Kennesaw, GA",201 to 500 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Data Analyst,Chicago,Kennesaw
723,Data Transformation Analyst,$60K-$66K,5.0,Centric Consulting,"Chicago, IL","Dayton, OH",501 to 1000 employees,1999,Company - Private,Consulting,Business Services,$100 to $500 million (USD),Data Analyst,Chicago,Dayton
724,Data Analyst,$60K-$66K,3.2,GoHealth,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
725,Jr. Data Analyst,$60K-$66K,3.4,Kelly,"Downers Grove, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),Data Analyst,Downers Grove,Troy
726,Urgent Need - Data Analyst,$60K-$66K,3.4,Kelly,"Chicago, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),Data Analyst,Chicago,Troy
727,Data Analyst,$60K-$66K,3.8,Undertone,"Chicago, IL","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Data Analyst,Chicago,New York
728,Business Systems & Data Analyst,$60K-$66K,2.8,Mike's Hard Lemonade,"Chicago, IL","Chicago, IL",201 to 500 employees,1999,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
729,Healthcare Data Analyst - Remote,$60K-$66K,3.3,Allscripts,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1986,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Healthcare Data,Chicago,Chicago
730,Junior Data Analyst,$60K-$66K,3.7,Circle Logistics,"Chicago, IL","Fort Wayne, IN",201 to 500 employees,2011,Company - Private,Transportation Management,Transportation & Logistics,$100 to $500 million (USD),Data Analyst,Chicago,Fort Wayne
731,Data Analyst,$60K-$66K,4.0,University of Chicago,"Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),Data Analyst,Chicago,Chicago
732,Product Data Analyst,$60K-$66K,3.9,Mondo,"Chicago, IL","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Chicago,New York
733,Entry Level / Jr. Data Analyst,$60K-$66K,-1.0,KesarWeb,"Chicago, IL","Langhorne, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Chicago,Langhorne
734,Data Analyst (Junior),$60K-$66K,4.6,Swoon,"Downers Grove, IL","Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Analyst Junior,Downers Grove,Chicago
735,Data Analyst,$60K-$66K,4.6,Swoon,"Downers Grove, IL","Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),Data Analyst,Downers Grove,Chicago
736,Associate Marketing Data Analyst,$60K-$66K,4.1,Bosch Group,"Broadview, IL","Farmington Hills, MI",10000+ employees,1886,Company - Private,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),Reporting Analyst,Broadview,Farmington Hills
737,Outsights Data Analyst,$60K-$66K,3.3,Tempus,"Chicago, IL","Washington, DC",51 to 200 employees,1999,Company - Private,Financial Transaction Processing,Finance,$1 to $2 billion (USD),Data Analyst,Chicago,Washington
738,Business Data Analyst,$60K-$66K,3.3,Feeding America,"Chicago, IL","Chicago, IL",51 to 200 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,$2 to $5 billion (USD),Data Analyst,Chicago,Chicago
739,Data Analyst,$60K-$66K,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Data Analyst,Chicago,Itasca
740,Data Analyst,$60K-$66K,4.3,Peterson Technology Partners,"Chicago, IL","Park Ridge, IL",201 to 500 employees,1997,Contract,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Data Analyst,Chicago,Park Ridge
741,Data Analyst,$60K-$66K,3.2,BMO,"Chicago, IL","Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD),Data Analyst,Chicago,Chicago
742,Data Analyst - Excel,$60K-$66K,3.3,AppleOne,"Downers Grove, IL","Glendale, CA",1001 to 5000 employees,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),Data Analyst,Downers Grove,Glendale
743,Associate Marketing Data Analyst,$60K-$66K,3.1,Robert Bosch Tool Corporation,"Broadview, IL","Mount Prospect, IL",1001 to 5000 employees,1971,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),Reporting Analyst,Broadview,Mount Prospect
744,Data Analyst,$60K-$66K,3.5,Chicago Public Schools,"Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,K-12 Education,Education,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
745,Data Integrity Analyst,$60K-$66K,3.3,Chicago,"Chicago, IL","Chicago, IL",10000+ employees,1837,Government,Municipal Governments,Government,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
746,Data Integrity Analyst,$60K-$66K,3.8,Guggenheim Partners,"Chicago, IL","Chicago, IL",1001 to 5000 employees,1999,Private Practice / Firm,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
747,Data Analyst - IntelliScript,$60K-$66K,3.8,Milliman,"Chicago, IL","Seattle, WA",1001 to 5000 employees,1947,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),Data Analyst,Chicago,Seattle
748,Data Analyst,$60K-$66K,3.7,BMO Financial Group,"Chicago, IL","Toronto, Canada",10000+ employees,1817,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Data Analyst,Chicago,Toronto
749,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),$60K-$66K,3.2,BMO,"Chicago, IL","Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD),Reporting Analyst,Chicago,Chicago
750,Data Analyst,$73K-$82K,4.2,UST Global,"Chicago, IL","Aliso Viejo, CA",10000+ employees,1999,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),Data Analyst,Chicago,Aliso Viejo
751,Lead Data Analyst,$73K-$82K,4.6,First Stop Health,"Chicago, IL","Chicago, IL",1 to 50 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
752,Manufacturing Data Analyst,$73K-$82K,3.2,MeadWestVaco,"Woodridge, IL","Atlanta, GA",10000+ employees,2015,Company - Public,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),Data Analyst,Woodridge,Atlanta
753,Data Analyst,$73K-$82K,3.5,Care Advisors Inc,"Chicago, IL","Chicago, IL",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
754,Data Analyst,$73K-$82K,3.7,Ann & Robert H. Lurie Children's Hospital of Chicago,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2012,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),Data Analyst,Chicago,Chicago
755,Data Analyst,$73K-$82K,3.9,"TEKsystems, Inc","Chicago, IL","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Data Analyst,Chicago,Hanover
756,Data Analyst Intern,$73K-$82K,-1.0,MT Global US INC,"Chicago, IL","Gardena, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Chicago,Gardena
757,Senior Data Analyst,$73K-$82K,3.4,HNI,"Chicago, IL","Muscatine, IA",5001 to 10000 employees,1944,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Senior Analyst,Chicago,Muscatine
758,Data Analyst,$73K-$82K,4.1,SkySource Solutions,"Downers Grove, IL","Berea, OH",1 to 50 employees,2017,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),Data Analyst,Downers Grove,Berea
759,Junior Data Analyst,$73K-$82K,5.0,"Staffigo Technical Services, LLC","Chicago, IL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,Chicago,Woodridge
760,Senior Data Analyst,$73K-$82K,3.5,Flexport,"Chicago, IL","San Francisco, CA",1001 to 5000 employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),Senior Analyst,Chicago,San Francisco
761,Data Analyst,$73K-$82K,3.7,Randstad,"Downers Grove, IL","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Downers Grove,Atlanta
762,Public Health Data Visualization Analyst,$73K-$82K,4.0,Lantana Consulting Group,"Chicago, IL","East Thetford, VT",1 to 50 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Visualization,Chicago,East Thetford
763,Data Operations Analyst,$73K-$82K,3.5,PDI,"Chicago, IL","KIRKLAND, Canada",51 to 200 employees,2007,Unknown,-1,-1,Less than $1 million (USD),Reporting Analyst,Chicago,KIRKLAND
764,Data Analyst,$73K-$82K,3.6,"Level Ex, Inc.","Chicago, IL","Chicago, IL",51 to 200 employees,2015,Company - Private,Video Games,Media,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
765,Data Quality Analyst,$73K-$82K,3.0,Chicago Teachers Pension Fund,"Chicago, IL","Chicago, IL",201 to 500 employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
766,Marketing Data Analyst,$73K-$82K,-1.0,Show Me Leads,"Chicago, IL",-1,-1,-1,-1,-1,-1,-1,Data Analyst,Chicago,-1
767,Senior Data Analyst,$73K-$82K,-1.0,Leap,"Chicago, IL","Chicago, IL",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Senior Analyst,Chicago,Chicago
768,Data Analyst,$73K-$82K,3.9,Diverse Lynx,"Chicago, IL","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Data Analyst,Chicago,Princeton
769,Data Analyst,$73K-$82K,5.0,"Staffigo Technical Services, LLC","Chicago, IL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Data Analyst,Chicago,Woodridge
770,Provider Analytics Data Analyst,$73K-$82K,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),Analyst Analyst,Chicago,Itasca
771,CSI Data Analyst,$73K-$82K,3.5,Chicago Public Schools,"Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,K-12 Education,Education,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
772,Outsights Data Analyst,$73K-$82K,3.2,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
773,Data Analyst,$73K-$82K,-1.0,TalentDash,"Chicago, IL","Chicago, IL",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
774,Provider Analytics Data Analyst,$73K-$82K,4.6,VIVA USA INC,"Chicago, IL","Rolling Meadows, IL",51 to 200 employees,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Analyst Analyst,Chicago,Rolling Meadows
775,Senior Data Analyst,$73K-$82K,4.2,360pi,"Chicago, IL","Ottawa, Canada",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),Senior Analyst,Chicago,Ottawa
776,Data Governance Analyst,$73K-$82K,3.9,"TEKsystems, Inc","Chicago, IL","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),Data Governance,Chicago,Hanover
777,Senior Data Analyst,$73K-$82K,3.9,Leap,"Chicago, IL","New Haven, CT",51 to 200 employees,1991,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,Senior Analyst,Chicago,New Haven
778,"Senior Data Analyst, Business Intelligence",$73K-$82K,4.8,Braviant Holdings,"Chicago, IL","Chicago, IL",51 to 200 employees,2014,Company - Private,Lending,Finance,$50 to $100 million (USD),Business Intelligence,Chicago,Chicago
779,Data Analyst,$67K-$92K,-1.0,Bartech Group,"Burr Ridge, IL","South Holland, IL",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,Data Analyst,Burr Ridge,South Holland
780,Data Analyst,$67K-$92K,4.0,Lorven Technologies Inc,"Chicago, IL","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),Data Analyst,Chicago,Plainsboro
781,Data Analyst - Rush Infectious Diseases,$67K-$92K,3.9,Rush University Medical Center,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1837,Hospital,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),Data Analyst,Chicago,Chicago
782,Data Analyst,$67K-$92K,2.7,TechUSA,"Chicago, IL","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Data Analyst,Chicago,Millersville
783,Fair Lending Data Analyst,$67K-$92K,3.4,Alliant Credit Union,"Rolling Meadows, IL","Chicago, IL",501 to 1000 employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),Data Analyst,Rolling Meadows,Chicago
784,Data Analyst,$67K-$92K,4.5,Green Key Resources,"Chicago, IL","New York, NY",201 to 500 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Data Analyst,Chicago,New York
785,Senior Research Data Analyst,$67K-$92K,4.0,University of Chicago,"Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),Senior Analyst,Chicago,Chicago
786,Data Analyst,$67K-$92K,3.7,Accounting Aid Society,"Chicago, IL","Detroit, MI",1 to 50 employees,-1,Nonprofit Organization,-1,-1,$1 to $5 million (USD),Data Analyst,Chicago,Detroit
787,Data Analyst,$67K-$92K,4.0,Roig Lawyers,"Deerfield, IL","Deerfield Beach, FL",201 to 500 employees,2000,Private Practice / Firm,Legal,Accounting & Legal,Unknown / Non-Applicable,Data Analyst,Deerfield,Deerfield Beach
788,Data Management Analyst,$67K-$92K,3.2,"PrivateBancorp, Inc.","Chicago, IL","Chicago, IL",10000+ employees,-1,Company - Public,Banks & Credit Unions,Finance,Unknown / Non-Applicable,Data Management,Chicago,Chicago
789,Data Operations Analyst,$67K-$92K,3.2,PDI Software,"Chicago, IL","Atlanta, GA",501 to 1000 employees,1983,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Reporting Analyst,Chicago,Atlanta
790,Data Analyst,$67K-$92K,-1.0,TalentDash,"Chicago, IL","Singapore, Singapore",1 to 50 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Data Analyst,Chicago,Singapore
791,"Data Analyst, Operations Engineering",$67K-$92K,3.8,Invenergy,"Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),Data Analyst,Chicago,Chicago
792,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",$67K-$92K,3.8,EY,"Chicago, IL","London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Multiple Positions,Chicago,London
793,Business Analyst / Data Analyst,$67K-$92K,3.9,WIN Home Inspection,"Chicago, IL","Seattle, WA",1 to 50 employees,-1,Franchise,Construction,"Construction, Repair & Maintenance",Less than $1 million (USD),Analyst Analyst,Chicago,Seattle
794,Master Data Analyst,$67K-$92K,3.5,Ferrara Candy Company,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1908,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,Data Analyst,Chicago,Chicago
